,id,youtube_id,player,sex,club,view,slow,events,bbox,split
476,476,EH1vhzDcrIg,JANE PARK,f,driver,down-the-line,0,[181 280 292 298 307 312 316 319 340 374],[3.90625000e-04 6.94444444e-04 5.95703125e-01 9.92361111e-01],1
477,477,EH1vhzDcrIg,JANE PARK,f,driver,down-the-line,1,[484 511 555 577 614 637 651 661 743 774],[3.90625000e-04 6.94444444e-04 5.88671875e-01 1.00000000e+00],1
478,478,6X6W_tdjkCU,IN-GEE CHUN,f,iron,down-the-line,0,[301 432 447 453 465 470 473 476 503 533],[1.78125000e-01 6.94444444e-04 4.84375000e-01 9.96527778e-01],4
479,479,6X6W_tdjkCU,IN-GEE CHUN,f,iron,down-the-line,1,[ 863  893  955  980 1026 1045 1057 1067 1160 1220],[1.50781250e-01 6.94444444e-04 4.82031250e-01 9.96527778e-01],4
480,480,9zvs0C-h8jM,BRAD FAXON,m,driver,face-on,0,[ 91 245 259 263 270 274 278 280 296 326],[0.065625   0.00277778 0.79765625 0.99791667],3
481,481,9zvs0C-h8jM,BRAD FAXON,m,driver,face-on,1,[566 612 663 680 710 725 740 748 816 876],[4.29687500e-02 6.94444444e-04 8.67968750e-01 1.00000000e+00],3
482,482,EKCqmNOTDBw,MIKA MIYAZATO,f,driver,down-the-line,0,[ 61 182 197 204 211 215 219 221 241 284],[7.34375000e-02 6.94444444e-04 5.73437500e-01 9.50694444e-01],2
483,483,EKCqmNOTDBw,MIKA MIYAZATO,f,driver,down-the-line,1,[527 611 665 694 722 739 754 763 841 901],[0.09765625 0.00694444 0.515625   0.93194444],2
484,484,sp-AnUgcfzk,SANDRA GAL,f,driver,face-on,0,[211 391 411 415 427 432 435 438 455 515],[8.59375000e-02 6.94444444e-04 7.60156250e-01 9.57638889e-01],3
485,485,sp-AnUgcfzk,SANDRA GAL,f,driver,down-the-line,1,[635 660 726 741 793 810 824 834 898 958],[8.35937500e-02 6.94444444e-04 7.31250000e-01 9.65972222e-01],3
486,486,7wyt2sNgQAs,JASON DAY,m,driver,face-on,0,[121 429 443 448 456 458 461 463 474 534],[3.90625000e-04 6.94444444e-04 4.98046875e-01 9.93750000e-01],4
487,487,7wyt2sNgQAs,JUSTIN THOMAS,m,driver,face-on,0,[354 421 439 444 453 458 461 463 475 535],[5.03906250e-01 6.94444444e-04 4.96484375e-01 9.95138889e-01],4
488,488,7wyt2sNgQAs,JASON DAY,m,driver,face-on,1,[ 776  891  946  968  996 1008 1020 1029 1078 1108],[3.90625000e-04 6.94444444e-04 4.94921875e-01 1.00000000e+00],4
489,489,7wyt2sNgQAs,JUSTIN THOMAS,m,driver,face-on,1,[ 808  887  930  951  987 1008 1019 1026 1076 1136],[5.03125000e-01 6.94444444e-04 4.97265625e-01 9.97916667e-01],4
490,490,4tv8iIWTewk,ANNA NORDQVIST,f,driver,down-the-line,0,[157 295 310 316 323 326 330 333 348 392],[1.00000000e-01 6.94444444e-04 6.12500000e-01 9.78472222e-01],3
491,491,4tv8iIWTewk,ANNA NORDQVIST,f,driver,down-the-line,1,[632 682 742 767 792 804 823 832 896 936],[1.60937500e-01 6.94444444e-04 5.28125000e-01 9.40972222e-01],3
492,492,s5rhLNYwYz8,STACY LEWIS,f,driver,face-on,0,[181 287 305 310 318 323 326 328 342 402],[6.56250000e-02 6.94444444e-04 8.27343750e-01 9.99305556e-01],1
493,493,s5rhLNYwYz8,STACY LEWIS,f,driver,face-on,1,[582 634 697 715 749 767 781 791 855 887],[8.43750000e-02 6.94444444e-04 8.10937500e-01 9.99305556e-01],1
494,494,s5rhLNYwYz8,STACY LEWIS,f,driver,face-on,0,[2447 2495 2510 2515 2524 2529 2532 2534 2550 2577],[1.26562500e-01 6.94444444e-04 5.18750000e-01 9.42361111e-01],1
495,495,s5rhLNYwYz8,STACY LEWIS,f,driver,face-on,1,[2853 2900 2960 2978 3013 3034 3046 3056 3110 3140],[7.42187500e-02 6.94444444e-04 5.43750000e-01 9.35416667e-01],1
496,496,e2xk3fEj-T8,MARIAJO URIBE,f,hybrid,down-the-line,0,[421 583 594 599 607 610 613 616 633 693],[1.15625000e-01 6.94444444e-04 5.46875000e-01 9.96527778e-01],2
497,497,e2xk3fEj-T8,MARIAJO URIBE,f,hybrid,down-the-line,1,[1263 1301 1344 1363 1392 1407 1420 1430 1501 1561],[8.04687500e-02 6.94444444e-04 5.41406250e-01 9.89583333e-01],2
498,498,2Tj5jJ1Kh_Q,SANDRA GAL,f,driver,face-on,0,[451 639 653 657 669 673 677 680 698 758],[0.12421875 0.00416667 0.71171875 0.90555556],4
499,499,2Tj5jJ1Kh_Q,SANDRA GAL,f,fairway,other,0,[ 908 1527 1543 1548 1560 1564 1568 1570 1593 1653],[0.3578125  0.0375     0.47890625 0.9       ],4
500,500,2Tj5jJ1Kh_Q,SANDRA GAL,f,driver,other,0,[2253 2424 2437 2441 2454 2458 2462 2464 2484 2544],[3.90625000e-04 6.94444444e-04 5.44140625e-01 9.99305556e-01],4
501,501,2Tj5jJ1Kh_Q,SANDRA GAL,f,driver,face-on,0,[3054 3296 3320 3324 3336 3340 3344 3347 3390 3450],[0.15859375 0.03333333 0.70625    0.93611111],4
502,502,2Tj5jJ1Kh_Q,SANDRA GAL,f,driver,other,0,[3632 3754 3769 3773 3784 3789 3793 3796 3815 3845],[0.209375   0.01527778 0.60390625 0.91388889],4
503,503,2Tj5jJ1Kh_Q,SANDRA GAL,f,driver,face-on,1,[4086 4171 4231 4248 4293 4313 4327 4337 4408 4468],[1.59375000e-01 6.94444444e-04 7.05468750e-01 9.52083333e-01],4
504,504,WmdoweN6qW4,NA YEON CHOI,f,driver,down-the-line,0,[151 367 379 386 394 398 401 404 424 484],[1.47656250e-01 6.94444444e-04 4.92968750e-01 9.59027778e-01],1
505,505,WmdoweN6qW4,NA YEON CHOI,f,driver,down-the-line,1,[634 706 753 780 813 828 843 852 910 970],[1.81250000e-01 6.94444444e-04 4.44531250e-01 9.85416667e-01],1
506,506,WmdoweN6qW4,NA YEON CHOI,f,driver,face-on,0,[2770 3017 3032 3039 3047 3051 3054 3057 3076 3115],[8.75000000e-02 6.94444444e-04 7.27343750e-01 9.68750000e-01],1
507,507,WmdoweN6qW4,NA YEON CHOI,f,driver,face-on,1,[3266 3285 3339 3367 3401 3414 3429 3438 3516 3576],[8.12500000e-02 6.94444444e-04 7.53125000e-01 9.96527778e-01],1
508,508,1o210Pi4iRw,SCOTT VERPLANK,m,driver,down-the-line,0,[481 854 866 871 878 882 885 887 909 971],[3.04687500e-02 6.94444444e-04 5.07031250e-01 9.93750000e-01],3
509,509,1o210Pi4iRw,SCOTT VERPLANK,m,driver,down-the-line,1,[1241 1333 1381 1400 1430 1445 1458 1467 1530 1590],[0.0125     0.03055556 0.51796875 0.97013889],3
510,510,QKSjQkQ8lCE,BRITTANY LANG,f,driver,other,0,[181 378 390 393 402 406 409 411 427 487],[0.0609375  0.00138889 0.8375     0.99930556],2
511,511,QKSjQkQ8lCE,BRITTANY LANG,f,driver,other,1,[727 771 819 831 867 884 896 905 968 986],[8.82812500e-02 6.94444444e-04 7.99218750e-01 9.95138889e-01],2
512,512,MD_My6MzYw8,YANI TSENG,f,driver,face-on,0,[151 296 320 325 332 335 339 341 358 388],[0.34765625 0.38055556 0.3484375  0.50416667],3
513,513,MD_My6MzYw8,YANI TSENG,f,driver,face-on,1,[ 779  841  930  951  978  990 1005 1013 1076 1136],[0.3453125  0.32083333 0.3578125  0.54027778],3
514,514,AeNBIWYShl8,RUSSELL HENLEY,m,driver,down-the-line,0,[121 440 449 452 459 463 466 468 481 513],[1.20312500e-01 6.94444444e-04 5.44531250e-01 9.67361111e-01],4
515,515,AeNBIWYShl8,RUSSELL HENLEY,m,driver,down-the-line,1,[ 867  896  928  940  967  981  992 1001 1052 1082],[1.32812500e-01 6.94444444e-04 5.21875000e-01 9.68750000e-01],4
516,516,blonNcv1yas,TIGER WOODS,m,iron,other,0,[361 508 519 522 530 534 536 538 557 587],[3.90625000e-04 6.94444444e-04 5.29296875e-01 1.00000000e+00],1
517,517,blonNcv1yas,TIGER WOODS,m,driver,other,0,[3137 3272 3285 3288 3295 3299 3302 3304 3319 3379],[0.32890625 0.00277778 0.67148438 0.98611111],1
518,518,blonNcv1yas,TIGER WOODS,m,iron,down-the-line,0,[3979 4113 4123 4126 4134 4138 4141 4144 4153 4185],[6.17187500e-02 6.94444444e-04 4.36718750e-01 9.11805556e-01],1
519,519,blonNcv1yas,TIGER WOODS,m,fairway,other,0,[4515 4576 4589 4592 4599 4603 4606 4608 4622 4682],[8.59375000e-02 6.94444444e-04 7.74218750e-01 9.95138889e-01],1
520,520,blonNcv1yas,TIGER WOODS,m,iron,down-the-line,0,[5192 5388 5401 5404 5411 5416 5419 5421 5439 5499],[1.57812500e-01 6.94444444e-04 4.31250000e-01 9.78472222e-01],1
521,521,blonNcv1yas,TIGER WOODS,m,wedge,face-on,0,[6129 6274 6286 6290 6297 6301 6304 6306 6321 6360],[1.14062500e-01 6.94444444e-04 6.72656250e-01 9.79861111e-01],1
522,522,WvsL3qrvC9Q,LYDIA KO,f,driver,face-on,0,[331 777 792 797 807 811 814 816 842 872],[6.87500000e-02 6.94444444e-04 8.47656250e-01 1.00000000e+00],3
523,523,WvsL3qrvC9Q,LYDIA KO,f,driver,face-on,1,[1022 1092 1150 1168 1209 1223 1237 1247 1332 1362],[5.23437500e-02 6.94444444e-04 8.80468750e-01 9.96527778e-01],3
524,524,iVcv4Tno_u8,PAOLA MORENO,f,driver,down-the-line,0,[250 387 405 410 421 426 430 432 454 516],[7.89062500e-02 6.94444444e-04 5.50000000e-01 9.90972222e-01],3
525,525,iVcv4Tno_u8,PAOLA MORENO,f,driver,down-the-line,1,[640 687 740 758 802 822 836 846 930 992],[7.26562500e-02 6.94444444e-04 5.50781250e-01 1.00000000e+00],3
526,526,Toc25_WC8aE,TIGER WOODS,m,driver,other,0,[151 368 382 385 392 396 399 401 417 453],[0.02421875 0.13055556 0.44765625 0.87013889],3
527,527,Toc25_WC8aE,JUSTIN ROSE,m,driver,other,0,[273 359 379 385 392 396 399 401 420 480],[0.503125   0.13055556 0.4828125  0.87013889],3
528,528,Toc25_WC8aE,JUSTIN ROSE,m,driver,other,1,[600 610 693 717 750 761 775 783 837 867],[0.50390625 0.12222222 0.46328125 0.875     ],3
529,529,Toc25_WC8aE,TIGER WOODS,m,driver,other,1,[627 654 704 718 746 761 773 780 841 871],[0.01328125 0.1125     0.46171875 0.88194444],3
530,530,UEpN2ZBK7H4,TIM WILKINSON ,m,driver,down-the-line,0,[ 61 284 297 302 312 315 318 320 336 396],[2.42968750e-01 6.94444444e-04 5.94531250e-01 9.92361111e-01],3
531,531,UEpN2ZBK7H4,TIM WILKINSON ,m,driver,down-the-line,1,[516 552 601 622 662 674 687 695 751 781],[2.32812500e-01 6.94444444e-04 6.25781250e-01 9.92361111e-01],3
532,532,50VXUU7YUC8,ROCCO MEDIATE,m,driver,face-on,0,[271 339 359 363 373 378 381 384 407 437],[7.10937500e-02 6.94444444e-04 8.27343750e-01 9.92361111e-01],2
533,533,50VXUU7YUC8,ROCCO MEDIATE,m,driver,face-on,1,[ 677  774  833  848  886  907  920  930 1016 1076],[9.37500000e-02 6.94444444e-04 8.26562500e-01 1.00000000e+00],2
534,534,fDzXv_HaW3E,TREVOR IMMELMAN,m,fairway,other,0,[331 601 612 615 623 628 631 632 649 709],[3.90625000e-04 6.94444444e-04 5.91015625e-01 1.00000000e+00],4
535,535,fDzXv_HaW3E,TREVOR IMMELMAN,m,fairway,other,1,[1009 1045 1083 1096 1128 1148 1157 1165 1221 1281],[3.90625000e-04 6.94444444e-04 5.91015625e-01 1.00000000e+00],4
536,536,cshnEYiQggc,KYLE STANLEY,m,driver,down-the-line,0,[121 171 182 186 194 198 201 203 226 286],[4.14062500e-02 6.94444444e-04 6.27343750e-01 9.92361111e-01],3
537,537,cshnEYiQggc,KYLE STANLEY,m,driver,down-the-line,1,[439 474 516 531 563 578 590 598 674 734],[6.32812500e-02 6.94444444e-04 6.14843750e-01 9.79861111e-01],3
538,538,VZjg0KzKMPU,DUSTIN JOHNSON,m,driver,face-on,0,[271 414 428 432 441 447 450 452 469 513],[9.68750000e-02 6.94444444e-04 8.30468750e-01 9.97916667e-01],1
539,539,VZjg0KzKMPU,DUSTIN JOHNSON,m,driver,face-on,1,[ 843  902  957  974 1010 1034 1045 1053 1120 1180],[1.03125000e-01 6.94444444e-04 7.85156250e-01 1.00000000e+00],1
540,540,VZjg0KzKMPU,DUSTIN JOHNSON,m,driver,down-the-line,0,[2410 2628 2642 2646 2656 2662 2665 2667 2691 2721],[1.03125000e-01 6.94444444e-04 6.18750000e-01 9.85416667e-01],1
541,541,VZjg0KzKMPU,DUSTIN JOHNSON,m,driver,down-the-line,1,[2991 3043 3092 3108 3147 3170 3180 3189 3247 3308],[7.65625000e-02 6.94444444e-04 6.03906250e-01 9.95138889e-01],1
542,542,EBw9BdZmKrs,JASON DAY,m,fairway,face-on,0,[186 217 231 236 244 247 250 252 266 326],[9.06250000e-02 6.94444444e-04 8.25781250e-01 9.89583333e-01],1
543,543,EBw9BdZmKrs,JASON DAY,m,fairway,other,0,[416 618 632 636 644 648 650 652 667 703],[1.21875000e-01 6.94444444e-04 7.62500000e-01 1.00000000e+00],1
544,544,EBw9BdZmKrs,JASON DAY,m,driver,down-the-line,0,[1063 1351 1364 1368 1378 1381 1384 1386 1396 1430],[1.39843750e-01 6.94444444e-04 5.08593750e-01 9.75694444e-01],1
545,545,EBw9BdZmKrs,JASON DAY,m,driver,face-on,0,[2180 2532 2546 2552 2558 2562 2565 2567 2579 2615],[9.60937500e-02 6.94444444e-04 8.16406250e-01 9.99305556e-01],1
546,546,EBw9BdZmKrs,JASON DAY,m,driver,face-on,1,[2890 3013 3068 3089 3117 3131 3143 3151 3200 3260],[9.45312500e-02 6.94444444e-04 8.79687500e-01 9.99305556e-01],1
547,547,EBw9BdZmKrs,JASON DAY,m,fairway,face-on,1,[5090 5185 5238 5258 5286 5298 5311 5319 5372 5432],[3.90625000e-04 6.94444444e-04 4.92578125e-01 1.00000000e+00],1
548,548,EBw9BdZmKrs,JASON DAY,m,driver,down-the-line,1,[5102 5179 5230 5247 5286 5299 5310 5319 5369 5399],[5.02343750e-01 6.94444444e-04 4.98046875e-01 1.00000000e+00],1
549,549,nwzQgd6_rxk,BRENDAN STEELE,m,fairway,other,0,[241 398 408 413 421 424 428 430 448 481],[0.25       0.05138889 0.3890625  0.94930556],3
550,550,nwzQgd6_rxk,BRENDAN STEELE,m,fairway,other,0,[691 732 772 788 820 837 850 859 925 985],[0.221875   0.09444444 0.40859375 0.90555556],3
551,551,ocAGd2h9k7Q,JENNY SHIN,f,driver,face-on,0,[121 477 496 501 513 518 522 524 541 571],[0.0328125  0.01388889 0.828125   0.95694444],1
552,552,ocAGd2h9k7Q,JENNY SHIN,f,driver,face-on,1,[ 901  956 1035 1051 1101 1121 1136 1145 1213 1243],[4.53125000e-02 6.94444444e-04 7.76562500e-01 9.68750000e-01],1
553,553,AIt58HJKT7w,SANDRA GAL,f,driver,down-the-line,0,[211 376 392 396 409 414 417 420 442 503],[1.59375000e-01 6.94444444e-04 5.25781250e-01 1.00000000e+00],1
554,554,AIt58HJKT7w,SANDRA GAL,f,driver,down-the-line,1,[ 683  784  833  851  906  922  936  945 1011 1041],[4.68750000e-02 6.94444444e-04 6.36718750e-01 9.99305556e-01],1
555,555,CniGvmmbuLE,NATALIE GULBIS,f,driver,other,0,[571 729 745 748 760 765 769 772 801 861],[0.17890625 0.17777778 0.39140625 0.75277778],4
556,556,CniGvmmbuLE,NATALIE GULBIS,f,driver,other,1,[ 981 1001 1060 1073 1118 1141 1154 1164 1246 1276],[0.1953125  0.14722222 0.3359375  0.77916667],4
557,557,7TnS2QUdZcU,BROOKE HENDERSON,f,iron,other,0,[241 509 524 528 536 539 543 546 559 589],[0.15546875 0.01805556 0.696875   0.94305556],2
558,558,7TnS2QUdZcU,BROOKE HENDERSON,f,wedge,other,0,[1219 1569 1584 1589 1595 1598 1602 1605 1624 1654],[0.30390625 0.09444444 0.48515625 0.82638889],2
559,559,7TnS2QUdZcU,BROOKE HENDERSON,f,wedge,other,1,[2164 2627 2684 2701 2729 2743 2757 2770 2837 2867],[3.90625000e-04 6.94444444e-04 4.93359375e-01 9.85416667e-01],2
560,560,7TnS2QUdZcU,BROOKE HENDERSON,f,iron,other,1,[2567 2625 2683 2698 2729 2743 2757 2768 2815 2845],[5.02343750e-01 6.94444444e-04 4.98046875e-01 1.00000000e+00],2
561,561,hoq35-zbmVk,TIM TEBOW,m,driver,face-on,0,[151 352 370 376 385 392 395 396 409 451],[0.19453125 0.14305556 0.61953125 0.78611111],4
562,562,hoq35-zbmVk,TIM TEBOW,m,iron,face-on,0,[ 813  958  972  978  986  991  995  997 1010 1044],[0.27890625 0.37777778 0.3484375  0.54166667],4
563,563,hoq35-zbmVk,TIM TEBOW,m,driver,other,0,[2094 2279 2294 2300 2308 2315 2318 2320 2332 2362],[0.1609375  0.04444444 0.65546875 0.93472222],4
564,564,hoq35-zbmVk,TIM TEBOW,m,driver,face-on,0,[2872 3082 3098 3104 3113 3120 3122 3124 3137 3167],[0.12578125 0.025      0.7078125  0.95      ],4
565,565,hoq35-zbmVk,TIM TEBOW,m,driver,face-on,1,[3437 3457 3520 3540 3580 3608 3617 3625 3662 3705],[0.15234375 0.04583333 0.71640625 0.91666667],4
566,566,mYaDUseJYWA,MICHELLE WIE,f,driver,face-on,0,[407 591 601 608 613 616 620 622 643 673],[0.15       0.02361111 0.69765625 0.925     ],1
567,567,mYaDUseJYWA,MICHELLE WIE,f,driver,face-on,1,[ 913  922  967  993 1013 1025 1040 1049 1119 1179],[1.63281250e-01 6.94444444e-04 7.23437500e-01 9.47916667e-01],1
568,568,VeEPa5JNkTw,SHANSHAN FENG,f,hybrid,down-the-line,0,[271 349 372 379 385 389 393 395 411 441],[1.61718750e-01 6.94444444e-04 4.17187500e-01 9.61805556e-01],1
569,569,VeEPa5JNkTw,SHANSHAN FENG,f,hybrid,down-the-line,1,[ 981 1092 1120 1144 1161 1170 1175 1184 1240 1300],[1.79687500e-01 6.94444444e-04 4.11718750e-01 9.53472222e-01],1
570,570,oD6yE_b2Tnw,MARTIN KAYMER,m,driver,other,0,[241 408 419 422 429 433 436 438 458 495],[0.13671875 0.05138889 0.4421875  0.92083333],3
571,571,oD6yE_b2Tnw,MARTIN KAYMER,m,driver,other,1,[1005 1073 1113 1124 1153 1169 1180 1188 1260 1290],[0.140625   0.06944444 0.4171875  0.90833333],3
572,572,U2iNjzyTIJE,IAN POULTER,m,driver,other,0,[323 535 544 547 555 559 562 564 577 610],[0.26640625 0.18888889 0.290625   0.76805556],2
573,573,U2iNjzyTIJE,IAN POULTER,m,driver,other,1,[ 790  857  891  903  935  949  961  970 1029 1089],[0.2453125  0.12916667 0.34375    0.82361111],2
574,574,EnqiIS99X_g,TROY MERRITT,m,driver,down-the-line,0,[421 605 618 622 632 636 640 642 663 693],[1.57031250e-01 6.94444444e-04 4.57031250e-01 9.99305556e-01],4
575,575,EnqiIS99X_g,TROY MERRITT,m,driver,down-the-line,1,[ 963 1053 1099 1116 1157 1174 1186 1194 1258 1288],[3.51562500e-02 6.94444444e-04 5.82812500e-01 1.00000000e+00],4
576,576,ejvIwhwx0wA,AUSTIN ERNST,f,driver,down-the-line,0,[151 235 246 250 259 264 268 270 290 320],[6.17187500e-02 6.94444444e-04 5.50781250e-01 1.00000000e+00],3
577,577,ejvIwhwx0wA,AUSTIN ERNST,f,driver,down-the-line,1,[530 541 580 596 633 652 667 676 745 775],[8.59375000e-02 6.94444444e-04 5.53125000e-01 9.84027778e-01],3
578,578,10lx1mFw1eY,LEXI THOMPSON,f,driver,down-the-line,0,[151 461 489 493 502 507 510 513 536 596],[1.10937500e-01 6.94444444e-04 5.09375000e-01 9.71527778e-01],4
579,579,10lx1mFw1eY,LEXI THOMPSON,f,wedge,face-on,0,[686 906 920 924 933 937 940 944 969 999],[0.1671875  0.03194444 0.62109375 0.94861111],4
580,580,10lx1mFw1eY,LEXI THOMPSON,f,wedge,down-the-line,0,[1089 1258 1268 1272 1281 1284 1288 1292 1305 1335],[0.30703125 0.05972222 0.38203125 0.93055556],4
581,581,10lx1mFw1eY,LEXI THOMPSON,f,driver,down-the-line,0,[1635 1817 1832 1837 1847 1851 1854 1856 1883 1913],[1.04687500e-01 6.94444444e-04 5.62500000e-01 9.79861111e-01],4
582,582,276Ec8-zeW8,COLIN MONTGOMERIE,m,driver,face-on,0,[211 319 330 334 343 346 350 352 374 404],[4.92187500e-02 6.94444444e-04 8.34375000e-01 9.89583333e-01],3
583,583,276Ec8-zeW8,COLIN MONTGOMERIE,m,driver,face-on,1,[ 824  832  877  892  927  939  956  965 1040 1100],[5.39062500e-02 6.94444444e-04 7.96875000e-01 9.89583333e-01],3
584,584,xS9NnBGgtjg,JASON DUFNER,m,driver,face-on,0,[301 313 322 326 330 333 337 339 357 387],[9.60937500e-02 6.94444444e-04 8.07031250e-01 9.72916667e-01],4
585,585,xS9NnBGgtjg,JASON DUFNER,m,driver,face-on,1,[567 645 682 698 716 725 740 748 808 838],[7.96875000e-02 6.94444444e-04 8.31250000e-01 9.99305556e-01],4
586,586,xS9NnBGgtjg,JASON DUFNER,m,driver,down-the-line,0,[2008 2285 2294 2298 2303 2306 2309 2311 2329 2359],[7.42187500e-02 6.94444444e-04 5.75000000e-01 9.93750000e-01],4
587,587,xS9NnBGgtjg,JASON DUFNER,m,driver,down-the-line,1,[2599 2619 2652 2671 2689 2701 2714 2722 2784 2844],[5.93750000e-02 6.94444444e-04 5.79687500e-01 9.99305556e-01],4
588,588,hb83yVEUo38,SO YEON RYU,f,driver,down-the-line,0,[262 334 348 360 370 374 377 380 404 464],[7.10937500e-02 6.94444444e-04 5.64843750e-01 9.88194444e-01],3
589,589,hb83yVEUo38,SO YEON RYU,f,driver,down-the-line,1,[644 648 706 755 793 809 824 834 900 960],[6.32812500e-02 6.94444444e-04 5.85937500e-01 9.97916667e-01],3
590,590,xe9_Nr_pHk0,SUZANN PETTERSEN,f,iron,down-the-line,0,[211 258 270 276 283 286 290 292 307 369],[2.33593750e-01 6.94444444e-04 3.71875000e-01 9.68750000e-01],4
591,591,xe9_Nr_pHk0,SUZANN PETTERSEN,f,iron,down-the-line,1,[2759 2783 2827 2849 2877 2891 2904 2916 2974 3034],[2.68750000e-01 6.94444444e-04 3.54687500e-01 9.36805556e-01],4
592,592,CAlO52kAYHE,GARY WOODLAND,m,driver,down-the-line,0,[181 434 452 457 466 469 472 474 487 519],[1.17968750e-01 6.94444444e-04 7.32031250e-01 9.99305556e-01],4
593,593,CAlO52kAYHE,GARY WOODLAND,m,driver,face-on,1,[ 729  773  842  862  899  909  922  929  981 1041],[8.59375000e-02 6.94444444e-04 7.64843750e-01 9.97916667e-01],4
594,594,_MnmzCJCZRo,MO MARTIN,m,driver,down-the-line,0,[271 456 467 471 480 484 488 490 511 571],[3.90625000e-04 6.94444444e-04 6.23828125e-01 9.86805556e-01],2
595,595,_MnmzCJCZRo,MO MARTIN,m,driver,down-the-line,1,[ 841  877  918  933  969  985  998 1010 1073 1133],[3.90625000e-04 6.94444444e-04 5.94921875e-01 9.70138889e-01],2
596,596,EX4DZOmTuqI,MICHELLE WIE,f,fairway,other,0,[279 539 553 558 563 567 571 573 594 655],[1.78906250e-01 6.94444444e-04 6.48437500e-01 9.79861111e-01],1
597,597,EX4DZOmTuqI,MICHELLE WIE,f,fairway,other,1,[ 748  849  898  917  941  953  967  975 1053 1115],[1.64843750e-01 6.94444444e-04 6.70312500e-01 9.90972222e-01],1
598,598,6ABkkKmvcQo,CAROLINE MASSON,f,driver,down-the-line,0,[151 336 348 353 361 364 369 371 390 420],[7.42187500e-02 6.94444444e-04 5.08593750e-01 9.50694444e-01],1
599,599,6ABkkKmvcQo,CAROLINE MASSON,f,driver,down-the-line,1,[600 647 687 706 740 754 771 781 837 897],[3.90625000e-04 6.94444444e-04 5.84765625e-01 9.56250000e-01],1
600,600,ABXWGNcEKgU,TIGER WOODS,m,iron,other,0,[271 460 474 476 484 488 491 493 516 546],[1.96093750e-01 6.94444444e-04 4.58593750e-01 9.43750000e-01],4
601,601,ABXWGNcEKgU,TIGER WOODS,m,iron,other,1,[ 756  794  845  855  885  903  913  921  985 1045],[2.10156250e-01 6.94444444e-04 3.92968750e-01 8.32638889e-01],4
602,602,ABXWGNcEKgU,TIGER WOODS,m,iron,other,0,[2395 2554 2568 2571 2578 2582 2585 2587 2608 2638],[1.97656250e-01 6.94444444e-04 4.60937500e-01 8.96527778e-01],4
603,603,ABXWGNcEKgU,TIGER WOODS,m,iron,other,1,[2850 2890 2939 2951 2980 2997 3007 3015 3074 3134],[2.01562500e-01 6.94444444e-04 4.57031250e-01 9.71527778e-01],4
604,604,lcTm6XV01wc,IK KIM,f,driver,down-the-line,0,[ 91 276 287 292 302 307 311 314 329 363],[0.1546875  0.16805556 0.3515625  0.76805556],4
605,605,lcTm6XV01wc,IK KIM,f,driver,down-the-line,1,[465 484 529 551 592 611 626 635 706 766],[0.12421875 0.10833333 0.3875     0.82916667],4
606,606,MZt6A_q8ykU,TIM CLARK,m,driver,down-the-line,0,[361 459 475 478 487 491 495 497 511 571],[3.90625000e-04 6.94444444e-04 6.09765625e-01 9.99305556e-01],4
607,607,MZt6A_q8ykU,TIM CLARK,m,driver,down-the-line,1,[ 721  781  829  843  880  897  911  919  966 1026],[3.90625000e-04 6.94444444e-04 6.05859375e-01 1.00000000e+00],4
608,608,MZt6A_q8ykU,TIM CLARK,m,driver,down-the-line,0,[2556 2788 2801 2804 2813 2817 2821 2823 2838 2868],[3.90625000e-04 6.94444444e-04 6.06640625e-01 9.78472222e-01],4
609,609,MZt6A_q8ykU,TIM CLARK,m,driver,down-the-line,1,[3048 3112 3164 3175 3213 3227 3242 3251 3300 3360],[1.25000000e-02 6.94444444e-04 6.00000000e-01 9.97916667e-01],4
610,610,TAYGY90mp5I,ANNA NORDQVIST,f,driver,down-the-line,0,[ 61 116 129 136 142 145 150 153 166 218],[1.08593750e-01 6.94444444e-04 5.34375000e-01 9.78472222e-01],4
611,611,TAYGY90mp5I,ANNA NORDQVIST,f,driver,down-the-line,1,[488 526 575 600 627 639 657 668 726 756],[1.14062500e-01 6.94444444e-04 5.47656250e-01 9.78472222e-01],4
612,612,dIXrxeI4bB0,MARK CALCAVECCHIA,m,driver,face-on,0,[ 91 281 297 300 309 314 317 319 335 365],[6.09375000e-02 6.94444444e-04 8.50000000e-01 9.96527778e-01],4
613,613,dIXrxeI4bB0,MARK CALCAVECCHIA,m,driver,face-on,1,[575 621 685 695 735 752 765 774 842 902],[6.48437500e-02 6.94444444e-04 8.43750000e-01 9.96527778e-01],4
614,614,0i8zZala36E,ARIYA JUTANUGARN,f,iron,down-the-line,0,[121 309 328 333 341 344 348 351 373 403],[6.79687500e-02 6.94444444e-04 5.50000000e-01 1.00000000e+00],2
